type,name,notice,furigana,
燃やさないゴミ,磁気マットレス,磁気布団は「粗大ごみ」,し,
燃やさないゴミ,七輪,,し,
燃やさないゴミ,自転車部品,プラ製かご、サドル、タイヤ等,し,
燃やさないゴミ,自動車用カバー,,し,
燃やさないゴミ,竹刀,,し,
燃やさないゴミ,事務用椅子木製・プラスチック製,,し,
燃やさないゴミ,シャープペンシル,,し,
燃やさないゴミ,シャベル,,し,
燃やさないゴミ,しゃもじ,,し,
燃やさないゴミ,ジューサーミキサー,,し,
燃やさないゴミ,じゅうたん,1辺1.2メートル未満にたたむ,し,
燃やさないゴミ,充電器（携帯電話用）,,し,
燃やさないゴミ,充電式電池,,し,
燃やさないゴミ,収納ケース,,し,
燃やさないゴミ,シュレッダー（家庭用）,手動・電動のいずれも,し,
燃やさないゴミ,背負子（しょいこ）,荷物をくくって背負うための木製の枠,し,
燃やさないゴミ,定規,,し,
燃やさないゴミ,定規,,し,
燃やさないゴミ,将棋盤,,し,
燃やさないゴミ,将棋の駒,,し,
燃やさないゴミ,食卓テーブル,,し,
燃やさないゴミ,障子戸,1.8メートル×0.9メートル程度の大きさで自己施工のもの,し,
燃やさないゴミ,消臭剤,,し,
燃やさないゴミ,浄水器,,し,
燃やさないゴミ,浄水器のカートリッジ,,し,
燃やさないゴミ,照明器具,蛍光管は取り外して「有害ごみ」,し,
燃やさないゴミ,じょうろ,,し,
燃やさないゴミ,除湿機,,し,
燃やさないゴミ,食器,,し,
燃やさないゴミ,食器,,し,
燃やさないゴミ,食器洗い機,本体がステンレスなら資源品（金属類),し,
燃やさないゴミ,食器乾燥機,本体がステンレスなら資源品（金属類),し,
燃やさないゴミ,人工芝,,し,
燃やさないゴミ,水槽,1辺1.2メートル以上のものは「粗大ごみ」,す,
燃やさないゴミ,水中眼鏡,,す,
燃やさないゴミ,水筒,,す,
燃やさないゴミ,炊飯器,内釜は「資源品（金属類）」/本体周りがステンレス製なら本体も「資源品（金属類）」,す,
燃やさないゴミ,スーツケース,,す,
燃やさないゴミ,姿見,,す,
燃やさないゴミ,スキー用品,,す,
燃やさないゴミ,スキー用品,,す,
燃やさないゴミ,スキー用品,,す,
燃やさないゴミ,スキャナー,家庭用に限る,す,
燃やさないゴミ,スケート靴,,す,
燃やさないゴミ,スケートボード,,す,
燃やさないゴミ,スケール,,す,
燃やさないゴミ,スケール,,す,
燃やさないゴミ,スコップ,,す,
燃やさないゴミ,硯（すずり）,,す,
燃やさないゴミ,すだれ,1辺1.2メートル未満にたたむ,す,
燃やさないゴミ,スタンド（電気スタンド）,,す,
燃やさないゴミ,スタンプ台,,す,
燃やさないゴミ,ズック靴,,す,
燃やさないゴミ,ステレオ,,す,
燃やさないゴミ,スニーカー,,す,
燃やさないゴミ,スノーボード,,す,
燃やさないゴミ,すのこ（木製、プラスチック製とも）,,す,
燃やさないゴミ,スパイクシューズ,,す,
燃やさないゴミ,スピーカー,,す,
燃やさないゴミ,スプーン,,す,
燃やさないゴミ,スポーツバッグ,,す,
燃やさないゴミ,スポンジ,,す,
燃やさないゴミ,ズボンプレッサー,,す,
燃やさないゴミ,スリッパ,,す,
燃やさないゴミ,製氷皿,,せ,
燃やさないゴミ,整理ダンス,,せ,
燃やさないゴミ,せいろ,,せ,
燃やさないゴミ,石油ポンプ,電動式の電池は取り外して「有害ごみ」,せ,
燃やさないゴミ,背広ケース,,せ,
燃やさないゴミ,セラミックファンヒーター,,せ,
燃やさないゴミ,洗濯機の付属品（プラスチック製）,,せ,
燃やさないゴミ,洗濯ネット,,せ,
燃やさないゴミ,洗濯ばさみ,,せ,
燃やさないゴミ,洗濯物干し,枠に洗濯ばさみの付いているもの,せ,
燃やさないゴミ,剪定材,,せ,
燃やさないゴミ,扇風機,,せ,
燃やさないゴミ,洗面器,,せ,
燃やさないゴミ,造花,,そ,
燃やさないゴミ,双眼鏡,,そ,
燃やさないゴミ,掃除機,,そ,
燃やさないゴミ,草履,,そ,
燃やさないゴミ,そり（子供用玩具）,,そ,
燃やさないゴミ,体温計,,た,
燃やさないゴミ,台所マット,,た,
燃やさないゴミ,ダイニングチェア,,た,
燃やさないゴミ,耐熱ガラス容器,,た,
燃やさないゴミ,ダイビング用ウエア,,た,
燃やさないゴミ,タイマー,,た,
燃やさないゴミ,タイヤ,,た,
燃やさないゴミ,タイヤチェーン,,た,
燃やさないゴミ,タイル（自己施工したもの）,軽トラック1台で運べる程度であれば、事前に北部CCへ電話連絡の上直接搬入可能,た,
燃やさないゴミ,ダウンジャケット,,た,
燃やさないゴミ,竹ざお,,た,
燃やさないゴミ,竹ぼうき,,た,
燃やさないゴミ,畳おもて,1.2メートル未満にたたむ,た,
燃やさないゴミ,脱臭剤,,た,
燃やさないゴミ,タッパー容器,,た,
燃やさないゴミ,縦笛（リコーダー）,,た,
燃やさないゴミ,玉じゃくし,,た,
燃やさないゴミ,樽,,た,
燃やさないゴミ,たわし,,た,
燃やさないゴミ,たんぜん,,た,
燃やさないゴミ,ダンベル,中に水を充填して使用するもの,た,
燃やさないゴミ,チャイルドシート,,ち,
燃やさないゴミ,茶箱,,ち,
燃やさないゴミ,茶碗,,ち,
燃やさないゴミ,つえ,,つ,
燃やさないゴミ,使い捨てカメラ,できるだけ写真現像取扱店へ,つ,
燃やさないゴミ,机,1辺1.2メートル以上のものは「粗大ごみ」,つ,
燃やさないゴミ,突っ張り棒,スチール製なら「資源品（金属類）」,つ,
燃やさないゴミ,つぼ,,つ,
燃やさないゴミ,積み木,,つ,
燃やさないゴミ,釣竿,,つ,
燃やさないゴミ,ＤＶＤ,,て,
燃やさないゴミ,ＤＶＤプレーヤー,,て,
燃やさないゴミ,テープ,できるだけ1メートルほどに切って出す,て,
燃やさないゴミ,テーブル,脚の材質は問わない/1辺1.2メートル以上のものは「粗大ごみ」,て,
燃やさないゴミ,テーブルクロス,1辺1.2メートル未満にたたむ,て,
燃やさないゴミ,手鏡,,て,
燃やさないゴミ,デジタルカメラ,,て,
燃やさないゴミ,デスクマット,,て,
燃やさないゴミ,鉄アレイ,中に水を充填して使用するもの,て,
燃やさないゴミ,テニス用品,,て,
燃やさないゴミ,テニス用品,,て,
燃やさないゴミ,手袋,,て,
燃やさないゴミ,手袋,,て,
燃やさないゴミ,テレビゲーム機,,て,
燃やさないゴミ,テレビ台,1辺1.2メートル以上のものは「粗大ごみ」,て,
燃やさないゴミ,天眼鏡,,て,
燃やさないゴミ,電気あんか,,て,
燃やさないゴミ,電気温水器,,て,
燃やさないゴミ,電気カーペット,1辺1.2メートル未満にたたむ,て,
燃やさないゴミ,電気剃刀,,て,
燃やさないゴミ,電気コード,,て,
燃やさないゴミ,電気こたつ,1辺1.2メートル以上のものは「粗大ごみ」,て,
燃やさないゴミ,電気炊飯器,内釜は「資源品（金属類）」/本体周りがステンレス製なら本体も「資源品（金属類）」,て,
燃やさないゴミ,電気スタンド,,て,
燃やさないゴミ,電気ポット,,て,
燃やさないゴミ,電気毛布,1辺1.2メートル未満にたたむ,て,
燃やさないゴミ,電球,,て,
燃やさないゴミ,電子体温計,水銀体温計は「有害ごみ」,て,
燃やさないゴミ,天体望遠鏡,,て,
燃やさないゴミ,電卓,,て,
燃やさないゴミ,電池,,て,
燃やさないゴミ,テント,金属製のパイプ部分は「資源品（金属類）」,て,
燃やさないゴミ,電話機,,て,
燃やさないゴミ,ドア,自己施工分のみ,と,
燃やさないゴミ,砥石,,と,
燃やさないゴミ,トイレ用品,,と,
燃やさないゴミ,陶磁器,,と,
燃やさないゴミ,籐製品（ラック、籠、棚など）,1辺1.2メートル以上のものは「粗大ごみ」,と,
燃やさないゴミ,時計,,と,
燃やさないゴミ,戸棚,,と,
燃やさないゴミ,どてら,,と,
燃やさないゴミ,土鍋,,と,
燃やさないゴミ,ドライヤー,,と,
燃やさないゴミ,トランク,金属製なら「資源品（金属類）」,と,
燃やさないゴミ,トロフィー,,と,
燃やさないゴミ,長靴,,な,
燃やさないゴミ,流し台,自己施工のみ/1辺1.2メートル以上のものは「粗大ごみ」,な,
燃やさないゴミ,ナビゲーション,,な,
燃やさないゴミ,生ごみ処理機,,な,
燃やさないゴミ,生ごみ処理機,,な,
燃やさないゴミ,鍋つかみ,,な,
燃やさないゴミ,波板,1辺1.2メートル未満にする,な,
燃やさないゴミ,荷造り紐,できるだけ1メートル程度に切る,に,
燃やさないゴミ,人形,,に,
燃やさないゴミ,人形,販売店によっては引き取ることも可,に,
燃やさないゴミ,人形ケース,ガラス面の対角線をガムテープ等で×に貼る,に,
燃やさないゴミ,ぬいぐるみ,布製の小さなものは「可燃ごみ」/1辺が1.2メートル以上のものは「粗大ごみ」,ぬ,
燃やさないゴミ,ネガフィルム,,ね,
燃やさないゴミ,ネット,,ね,
燃やさないゴミ,寝袋,,ね,
燃やさないゴミ,農業用ビニール,,の,
燃やさないゴミ,農薬のビン,中は空にする,の,
燃やさないゴミ,パイプベッド,1辺1.2メートル未満にする,は,
燃やさないゴミ,バインダー,金具付きの事務用品,は,
燃やさないゴミ,はかり,,は,
燃やさないゴミ,履物,,は,
燃やさないゴミ,剥製,1辺1.2メートル以上のものは「粗大ごみ」,は,
燃やさないゴミ,刷毛,,は,
燃やさないゴミ,バケツ,,は,
燃やさないゴミ,箱,1辺1.2メートル以上のものは「粗大ごみ」,は,
燃やさないゴミ,はしご,長さ1.2メートル未満にする,は,
燃やさないゴミ,バスケットボール,,は,
燃やさないゴミ,バスマット,,は,
燃やさないゴミ,パソコン,,は,
燃やさないゴミ,パソコン,,は,
燃やさないゴミ,パソコンカートリッジ（プリンタ用）,,は,
燃やさないゴミ,パソコンケーブル,,は,
燃やさないゴミ,パソコンチェア,,は,
燃やさないゴミ,バッグ（皮製、布製、プラスチック製）,,は,
燃やさないゴミ,バット,,は,
燃やさないゴミ,歯ブラシ,,は,
燃やさないゴミ,パラソル,,は,
燃やさないゴミ,パレット（絵画道具）,,は,
燃やさないゴミ,バレーボール,,は,
燃やさないゴミ,ハロゲンヒーター,,は,
燃やさないゴミ,ハンガー,,は,
燃やさないゴミ,はんてん,,は,
燃やさないゴミ,パンヤ,,は,
燃やさないゴミ,パン焼き器,内釜は「資源品（金属類）」、本体周りがステンレス製なら本体も「資源品（金属類）」,は,
燃やさないゴミ,ピアニカ,,ひ,
燃やさないゴミ,ピアノ,1辺1.2メートル以上のものは「粗大ごみ」,ひ,
燃やさないゴミ,ピアノカバー,,ひ,
燃やさないゴミ,ビーズクッション,,ひ,
燃やさないゴミ,ピータイル,自己施工のみ,ひ,
燃やさないゴミ,ビー玉,,ひ,
燃やさないゴミ,ビーチサンダル,,ひ,
燃やさないゴミ,ビーチボール,,ひ,
燃やさないゴミ,ＰＰバンド,できるだけ1メートルほどに切って出す,ひ,
燃やさないゴミ,ひげそり,,ひ,
燃やさないゴミ,ひげそり,,ひ,
燃やさないゴミ,ビデオカメラ,,ひ,
燃やさないゴミ,ビデオデッキ,,ひ,
燃やさないゴミ,雛人形,販売店によっては引き取ることも可,ひ,
燃やさないゴミ,ビニールカーペット,1辺1.2メートル未満にたたむ,ひ,
燃やさないゴミ,ビニール傘,金属製の骨だけなら「資源品（金属類）」,ひ,
燃やさないゴミ,ビニールカッパ,,ひ,
燃やさないゴミ,ビニールサンダル,,ひ,
燃やさないゴミ,ビニールシート（レジャーシート、ブルーシート）,,ひ,
燃やさないゴミ,ビニールテープ,できるだけ1メートルほどに切って出す,ひ,
燃やさないゴミ,ビニールテーブルクロス,1辺1.2メートル未満にたたむ,ひ,
燃やさないゴミ,ビニール手袋,,ひ,
燃やさないゴミ,ビニールハウス,,ひ,
燃やさないゴミ,ビニールバッグ,,ひ,
燃やさないゴミ,ビニール紐,できるだけ1メートルほどに切って出す,ひ,
燃やさないゴミ,ビニール風呂敷,1辺1.2メートル未満にたたむ,ひ,
燃やさないゴミ,ビニールホース,,ひ,
燃やさないゴミ,火鉢,,ひ,
燃やさないゴミ,ひも（すずらんテープ、ＰＰバンド）,,ひ,
燃やさないゴミ,ビン,,ひ,
燃やさないゴミ,ビン,自家製の梅酒を作るための広口ビン,ひ,
燃やさないゴミ,ファックス（ファクシミリ）,,ふ,
燃やさないゴミ,ファンデーションのケース,,ふ,
燃やさないゴミ,ファンヒーター,,ふ,
燃やさないゴミ,ファンヒーター,,ふ,
燃やさないゴミ,フィルム,,ふ,
燃やさないゴミ,フィルム,,ふ,
燃やさないゴミ,風鈴,,ふ,
燃やさないゴミ,ブースター,,ふ,
燃やさないゴミ,プール（幼児用）,,ふ,
燃やさないゴミ,フォーク,,ふ,
燃やさないゴミ,ふすま,1.8メートル×0.9メートル程度の大きさで自己施工のもの,ふ,
燃やさないゴミ,布団圧縮袋,,ふ,
燃やさないゴミ,布団乾燥機,,ふ,
燃やさないゴミ,フライ返し,,ふ,
燃やさないゴミ,ブラインド,,ふ,
燃やさないゴミ,ブラシ,,ふ,
燃やさないゴミ,ブラシ,,ふ,
燃やさないゴミ,プラスチック製収納ケース,,ふ,
燃やさないゴミ,プラモデル,,ふ,
燃やさないゴミ,フラワーポット,,ふ,
燃やさないゴミ,ブランコ,分解して1.2メートル未満にする,ふ,
燃やさないゴミ,プランター,,ふ,
燃やさないゴミ,プリンター,,ふ,
燃やさないゴミ,プリンターカートリッジ,できるだけ電器店の回収箱へ,ふ,
燃やさないゴミ,フロアクッション,,ふ,
燃やさないゴミ,風呂敷,,ふ,
燃やさないゴミ,フロッピーディスク,,ふ,
燃やさないゴミ,フロッピーディスクケース,,ふ,
燃やさないゴミ,洗面器,,ふ,
燃やさないゴミ,風呂用品,,ふ,
燃やさないゴミ,風呂用品,,ふ,
燃やさないゴミ,文鎮,,ふ,
燃やさないゴミ,ヘアードライヤー,,へ,
燃やさないゴミ,ベビー椅子,,へ,
燃やさないゴミ,ベビーカー,,へ,
燃やさないゴミ,ベビーラック,,へ,
燃やさないゴミ,ベルト,,へ,
燃やさないゴミ,ヘルメット,,へ,
燃やさないゴミ,便座,自己施工のみ/洗浄機能付きも可,へ,
燃やさないゴミ,金属製以外,,へ,
燃やさないゴミ,弁当箱,,へ,
燃やさないゴミ,望遠鏡,,ほ,
燃やさないゴミ,ほうき,,ほ,
燃やさないゴミ,サンバイザー,,ほ,
燃やさないゴミ,防虫剤（衣類用）,,ほ,
燃やさないゴミ,包丁とぎ器,,ほ,
燃やさないゴミ,ボウル,,ほ,
燃やさないゴミ,ボウル,,ほ,
燃やさないゴミ,ホース（ゴムホース、ビニールホース）,,ほ,
燃やさないゴミ,ポータブルトイレ,汚物は処理する,ほ,
燃やさないゴミ,ホームベーカリー,本体がステンレスのものは「資源品（金属類）」内釜は「資源品（金属類）」,ほ,
燃やさないゴミ,ボール（野球、テニス、サッカー）,,ほ,
燃やさないゴミ,ボール（卓球、ビーチボール、バレー）,,ほ,
燃やさないゴミ,ボールペン,,ほ,
燃やさないゴミ,木刀,,ほ,
燃やさないゴミ,歩行器,,ほ,
燃やさないゴミ,ボタン電池,充電式電池は水銀なし,ほ,
燃やさないゴミ,ポット（魔法瓶、電気ポットとも）,,ほ,
燃やさないゴミ,ホットカーペット,1辺1.2メートル未満にたたむ,ほ,
燃やさないゴミ,ホットプレート,取り外せるプレートは「資源品（金属類）」,ほ,
燃やさないゴミ,ほ乳瓶（プラスチック製、ガラス製とも）,,ほ,
燃やさないゴミ,ポリタンク,,ほ,
燃やさないゴミ,ポリバケツ,,ほ,
燃やさないゴミ,ホワイトボード,,ほ,
燃やさないゴミ,麻雀卓,1辺1.2メートル以上のものは「粗大ごみ」/全自動卓でも可,ま,
燃やさないゴミ,麻雀パイ、マット,,ま,
燃やさないゴミ,マイク,,ま,
燃やさないゴミ,マウス（パソコンの付属品）,,ま,
燃やさないゴミ,マウスパッド,,ま,
燃やさないゴミ,巻きす,,ま,
燃やさないゴミ,枕,中身（羽毛、綿、そば殻等）の材質は問わない,ま,
燃やさないゴミ,マジックペン,,ま,
燃やさないゴミ,マット（布製、ビニール製とも）,1辺1.2メートル未満にたたむ,ま,
燃やさないゴミ,窓枠,自己施工のみ,ま,
燃やさないゴミ,窓枠,自己施工のみ,ま,
燃やさないゴミ,まな板（木製、プラスチック製とも）,,ま,
燃やさないゴミ,マニキュアのびん,,ま,
燃やさないゴミ,マネキン,,ま,
燃やさないゴミ,魔法瓶,,ま,
燃やさないゴミ,豆電球,,ま,
燃やさないゴミ,ミキサー,,み,
燃やさないゴミ,ミシン糸,糸巻きごと出す場合/糸だけなら「可燃ごみ」,み,
燃やさないゴミ,ミシンのカバー（ポータブルミシン）,,み,
燃やさないゴミ,水切りかご,,み,
燃やさないゴミ,味噌汁椀,,み,
燃やさないゴミ,ミニカー,,み,
燃やさないゴミ,ミニコンポ,,み,
燃やさないゴミ,耳掻き,,み,
燃やさないゴミ,無圧ふとん,1辺1.2メートル未満にたたむ,む,
燃やさないゴミ,ムートン,,む,
燃やさないゴミ,虫かご,,む,
燃やさないゴミ,虫眼鏡,,む,
燃やさないゴミ,むしろ,1辺1.2メートル未満にたたむ,む,
燃やさないゴミ,眼鏡,,め,
燃やさないゴミ,毛布,詰め物があるものは資源化できないため,も,
燃やさないゴミ,毛布,1辺1.2メートル未満にたたむ,も,
燃やさないゴミ,木製家具,,も,
燃やさないゴミ,モップ,,も,
燃やさないゴミ,物干し竿,1.2メートル未満にする,も,
燃やさないゴミ,薬品のビン,,や,
燃やさないゴミ,やなぎごおり,,や,
燃やさないゴミ,湯たんぽ,,ゆ,
燃やさないゴミ,湯のみ茶碗,,ゆ,
燃やさないゴミ,洋ダンス,,よ,
燃やさないゴミ,よしず,1辺1.2メートル未満にたたむ,よ,
燃やさないゴミ,ラグマット,じゅうたんに似たもの,ら,
燃やさないゴミ,ラジオ,,ら,
燃やさないゴミ,ラジカセ,,ら,
燃やさないゴミ,ラジコン,,ら,
燃やさないゴミ,ラティス,1.8メートル×0.9メートル程度の大きさまで可,ら,
燃やさないゴミ,ランドセル,,ら,
燃やさないゴミ,ランプ,,ら,
燃やさないゴミ,リール,,り,
燃やさないゴミ,リカービン,,り,
燃やさないゴミ,リコーダー（縦笛）,,り,
燃やさないゴミ,リモコン,乾電池は取り外して「有害ごみ」,り,
燃やさないゴミ,リュックサック,,り,
燃やさないゴミ,ルーズリーフ,,る,
燃やさないゴミ,冷風機,,れ,
燃やさないゴミ,レコード,レコードジャケットとは分別する,れ,
燃やさないゴミ,レコードプレーヤー,,れ,
燃やさないゴミ,レジャーシート,,れ,
燃やさないゴミ,レンズ,,れ,
燃やさないゴミ,ロープ,できるだけ1メートルほどに切って出す,ろ,
燃やさないゴミ,ローラースケート,,ろ,
燃やさないゴミ,ロールカーテン,,ろ,
燃やさないゴミ,ワープロ,,わ,
燃やさないゴミ,ワープロリボン,できるだけ店頭回収へ,わ,
燃やさないゴミ,和ダンス,,わ,
燃やさないゴミ,椀、味噌汁椀,,わ,
燃やすゴミ,油（食用油）,固めるか布などに染み込ませる,あ,
燃やすゴミ,油紙,,あ,
燃やすゴミ,木製,,あ,
燃やすゴミ,アルバム,写真現像店でもらう紙表紙のもの,あ,
燃やすゴミ,石,,い,
燃やすゴミ,糸,,い,
燃やすゴミ,糸,,い,
燃やすゴミ,犬の糞,遮水を施し紙等でくるむ,い,
燃やすゴミ,印鑑,,い,
燃やすゴミ,ウィッグ,,う,
燃やすゴミ,ウエットティッシュ,,う,
燃やすゴミ,うちわ,紙部分が多いため,う,
燃やすゴミ,エンジンオイル,,え,
燃やすゴミ,鉛筆,,え,
燃やすゴミ,オアシス（吸水フォーム）,,お,
燃やすゴミ,おむつ,汚物は取り除く,お,
燃やすゴミ,ガーゼ,,か,
燃やすゴミ,カード,,か,
燃やすゴミ,カーボン紙,,か,
燃やすゴミ,貝殻,,か,
燃やすゴミ,カイロ,,か,
燃やすゴミ,傘,,か,
燃やすゴミ,ビニールコーティング,,か,
燃やすゴミ,カセットテープ,紐で束ねても排出可/ケースに入れたままで可／ケースのみは「不燃ごみ」,か,
燃やすゴミ,カップ麺のふた（紙製）,,か,
燃やすゴミ,カップ麺の容器,,か,
燃やすゴミ,かつら,化繊でも人毛でも,か,
燃やすゴミ,紙,,か,
燃やすゴミ,紙,,か,
燃やすゴミ,紙おむつ,汚物は取り除く,か,
燃やすゴミ,紙コップ,,か,
燃やすゴミ,紙皿,,か,
燃やすゴミ,紙筒,硬くてつぶせないもの,か,
燃やすゴミ,紙粘土,,か,
燃やすゴミ,髪の毛,,か,
燃やすゴミ,紙パック,,か,
燃やすゴミ,紙袋,プラスチックの柄は取って「不燃ごみ」,か,
燃やすゴミ,ガムテープ,,か,
燃やすゴミ,カレー（インスタントカレー）のレトルトパック,,か,
燃やすゴミ,乾燥剤,,か,
燃やすゴミ,感熱紙,,か,
燃やすゴミ,着せ替え人形の服,,き,
燃やすゴミ,キッチンタオル,,き,
燃やすゴミ,キッチンペーパー,,き,
燃やすゴミ,木べら,,き,
燃やすゴミ,金紙・銀紙,,き,
燃やすゴミ,串,危なくないよう先を折るか包む,く,
燃やすゴミ,櫛,,く,
燃やすゴミ,クレパス＝クレヨン,,く,
燃やすゴミ,軍手,,く,
燃やすゴミ,携帯カイロ,,け,
燃やすゴミ,毛糸玉,,け,
燃やすゴミ,こけし,,こ,
燃やすゴミ,ござ（小さく切ったもの）,,こ,
燃やすゴミ,コップ,,こ,
燃やすゴミ,粉チーズの容器,,こ,
燃やすゴミ,コルク,,こ,
燃やすゴミ,酒パック（中が銀色のもの）,,さ,
燃やすゴミ,皿,,さ,
燃やすゴミ,サラダ油,固めるかボロ布・紙に吸わせる,さ,
燃やすゴミ,色紙,,し,
燃やすゴミ,ジグソーパズル,,し,
燃やすゴミ,漆器,,し,
燃やすゴミ,しっぷ薬,,し,
燃やすゴミ,写真,,し,
燃やすゴミ,しゃもじ,,し,
燃やすゴミ,砂利,,し,
燃やすゴミ,シュレッダーくず,,し,
燃やすゴミ,定規,,し,
燃やすゴミ,将棋の駒,,し,
燃やすゴミ,障子紙,未使用のものは「資源品（雑誌・ざつ紙類）」,し,
燃やすゴミ,食用油,固めるかボロ布・紙に吸わせる,し,
燃やすゴミ,除湿剤,,し,
燃やすゴミ,食器,,し,
燃やすゴミ,スケール,,す,
燃やすゴミ,炭,,す,
燃やすゴミ,せっけん,,せ,
燃やすゴミ,接着剤,固めるかボロ布・紙に吸わせる,せ,
燃やすゴミ,セメントの粉,生ごみ等に混ぜて出す,せ,
燃やすゴミ,セロテープ,,せ,
燃やすゴミ,洗剤の容器（粉洗剤）,匂いが残って資源化不適のため,せ,
燃やすゴミ,扇子,,せ,
燃やすゴミ,雑巾,,そ,
燃やすゴミ,卒業アルバム,布張り・ビニールコーティングの表紙が多いため,そ,
燃やすゴミ,たばこの吸殻,,た,
燃やすゴミ,卵パック,,た,
燃やすゴミ,ちり紙,,ち,
燃やすゴミ,使い捨てカイロ,,つ,
燃やすゴミ,爪楊枝,,つ,
燃やすゴミ,積み木,,つ,
燃やすゴミ,釣糸（プラスチック製）,,つ,
燃やすゴミ,定期券,できるだけ定期券販売窓口へ返却,て,
燃やすゴミ,ティッシュペーパー,,て,
燃やすゴミ,テープ,,て,
燃やすゴミ,テープ,,て,
燃やすゴミ,テープ,紐で束ねても排出可/ケースに入れたままで可,て,
燃やすゴミ,テープ,巻き取り部分が金属なら「資源品（金属類）」,て,
燃やすゴミ,テレホンカード,,て,
燃やすゴミ,天ぷら油,固めるか布などに染み込ませる,て,
燃やすゴミ,トイレ用品,,と,
燃やすゴミ,動物の糞,遮水を施し紙等でくるむ,と,
燃やすゴミ,人形の服,,に,
燃やすゴミ,布くず,大きさの目安はハンカチ以下,ぬ,
燃やすゴミ,猫砂,少量ずつ分けて出す,ね,
燃やすゴミ,粘土（油粘土、紙粘土）,,ね,
燃やすゴミ,廃油,固めるか布などに染み込ませる,は,
燃やすゴミ,端切れ布,,は,
燃やすゴミ,花火,必ず水で湿らせてから指定ごみ袋へ,は,
燃やすゴミ,半紙,未使用のものは「資源品（雑誌・ざつ紙類）」,は,
燃やすゴミ,パンの袋の留め具,,は,
燃やすゴミ,ビデオテープ,紐で束ねても排出可/ケースに入れたままで可,ひ,
燃やすゴミ,ビニールテープ,,ひ,
燃やすゴミ,ひも（糸をよったもの）,,ひ,
燃やすゴミ,ファックス用紙（感熱紙）,,ふ,
燃やすゴミ,風船,,ふ,
燃やすゴミ,不織布,細かく切ること,ふ,
燃やすゴミ,ふすま紙,,ふ,
燃やすゴミ,筆,,ふ,
燃やすゴミ,プラスチック製うちわ,うちわは「可燃ごみ」に統一,ふ,
燃やすゴミ,プリペイドカード,,ふ,
燃やすゴミ,糞（ペットのもの）,遮水を施し紙等でくるむ,ふ,
燃やすゴミ,ペットの糞,遮水を施し紙等でくるむ,へ,
燃やすゴミ,ペンキ,布や紙に染み込ませる,へ,
燃やすゴミ,便座カバー,,へ,
燃やすゴミ,弁当箱,,へ,
燃やすゴミ,帽子,,ほ,
燃やすゴミ,防虫剤（衣類用）,,ほ,
燃やすゴミ,ホッチキスの針,多量なら「資源品（金属類）」,ほ,
燃やすゴミ,ポテトチップスの紙筒,,ほ,
燃やすゴミ,保冷剤（ゼリータイプ）,ハードタイプは「不燃ごみ」,ほ,
燃やすゴミ,ボンド（少量）,,ほ,
燃やすゴミ,マグネットシート,,ま,
燃やすゴミ,まごの手,,ま,
燃やすゴミ,マッチ,必ず水で湿らせてから指定ごみ袋へ,ま,
燃やすゴミ,味噌汁椀,,み,
燃やすゴミ,耳掻き,,み,
燃やすゴミ,麦わら帽子,プラスチック製のものは「不燃ごみ」,む,
燃やすゴミ,虫かご,,む,
燃やすゴミ,むしろ（小さく切ったもの）,,む,
燃やすゴミ,木炭,,も,
燃やすゴミ,焼き鳥の串,危なくないように先を折るか包む,や,
燃やすゴミ,楊枝,,よ,
燃やすゴミ,ヨーグルト・ヤクルトのふた（アルミ）,,よ,
燃やすゴミ,ヨーグルト・ヤクルトのふた（プラスチック製）,,よ,
燃やすゴミ,ヨーグルトの容器,軽くすすぐ,よ,
燃やすゴミ,ヨーグルトの容器,,よ,
燃やすゴミ,ラップの芯,,ら,
燃やすゴミ,ラミネート加工の紙,,ら,
燃やすゴミ,レトルトパック（カレー、中華材料など）,,れ,
燃やすゴミ,煉炭,,れ,
燃やすゴミ,ろうびき紙,,ろ,
燃やすゴミ,ろうそく,,ろ,
燃やすゴミ,輪ゴム,,わ,
燃やすゴミ,綿,,わ,
燃やすゴミ,ワッペン,,わ,
燃やすゴミ,割り箸,,わ,
燃やすゴミ,椀、味噌汁椀,,わ,
燃やすゴミ,腕章,,わ,
容器包装プラスチック類,油（食用油）の容器,使い切ってあれば可,あ,
容器包装プラスチック類,油（食用油）の容器,油の付着によりＰＥＴボトルとして資源化できないため,あ,
容器包装プラスチック類,絵の具チューブ,中身を使い切る,え,
容器包装プラスチック類,菓子袋,,か,
容器包装プラスチック類,菓子袋,中が銀色のもの,か,
容器包装プラスチック類,カップ麺の容器,軽くすすぐ,か,
容器包装プラスチック類,かんしょう材,紙製のものは「可燃ごみ」,か,
容器包装プラスチック類,薬のシート,,く,
容器包装プラスチック類,クリーニングの袋,,く,
容器包装プラスチック類,粉チーズの容器,,こ,
容器包装プラスチック類,ごみ袋,「不燃ごみ」用のごみ袋として使用可,こ,
容器包装プラスチック類,ごみ袋,「不燃ごみ」用のごみ袋として使用可,こ,
容器包装プラスチック類,ごみ袋,集積所排出のごみ袋としては使用不可,こ,
容器包装プラスチック類,刺身のトレイ,白色トレイはできるだけ回収協力店へ,さ,
容器包装プラスチック類,サラダ油のボトル（プラスチック製）,中身は使い切る,さ,
容器包装プラスチック類,シャンプー・リンスの容器,中身を出さし切る,し,
容器包装プラスチック類,錠剤のシート,,し,
容器包装プラスチック類,除湿剤,中の水は出す/中が出せないものは「不燃ごみ」,し,
